filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
signal_molecule_593_(sequence_0)_233d188a-4323-4f27-ab7b-380a78a245f2.fast5	233d188a-4323-4f27-ab7b-380a78a245f2	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.255250	204	TRUE	6339.999500	204	0.255250	114	7.159352	0.000000	94.542450	8.685879	94.778244	11.082842
signal_molecule_152_(sequence_0)_01d81b6d-aacd-40c6-91c5-1330fb689912.fast5	01d81b6d-aacd-40c6-91c5-1330fb689912	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.264000	211	TRUE	6339.999500	211	0.264000	118	8.371915	0.000000	96.546883	9.855132	95.877129	11.099533
signal_molecule_606_(sequence_0)_aaf49795-9147-43cc-8146-25d368153d20.fast5	aaf49795-9147-43cc-8146-25d368153d20	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.254250	203	TRUE	6339.999500	203	0.254250	113	7.508511	0.000000	96.212814	8.685879	93.884979	10.870800
signal_molecule_1351_(sequence_1)_0f0c4366-3141-4115-a549-c667c54cc9cc.fast5	0f0c4366-3141-4115-a549-c667c54cc9cc	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.237000	189	FALSE	6340.097000	111	0.139500	66	5.082728	0.000000	95.544670	7.015518	93.851318	11.464860
signal_molecule_2923_(sequence_2)_35345ac9-67fa-4c7e-a694-1817cd32cf33.fast5	35345ac9-67fa-4c7e-a694-1817cd32cf33	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.260500	208	FALSE	6339.999500	208	0.260500	122	6.326402	0.000000	96.212814	8.351807	93.056686	11.615392
signal_molecule_2263_(sequence_2)_12389df8-f499-418a-b852-4b26029b0ea4.fast5	12389df8-f499-418a-b852-4b26029b0ea4	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.271250	217	FALSE	6339.999500	217	0.271250	123	6.231390	0.000000	95.544670	7.850698	92.900009	10.692817
signal_molecule_1673_(sequence_1)_3e6184b9-fbd8-4a14-951d-7868450c31ca.fast5	3e6184b9-fbd8-4a14-951d-7868450c31ca	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.264250	211	FALSE	6339.999500	211	0.264250	125	6.944333	0.000000	95.878738	7.349590	93.231239	10.779289
signal_molecule_748_(sequence_0)_2cda70f6-fc18-429d-a095-7d2f0c4c08ff.fast5	2cda70f6-fc18-429d-a095-7d2f0c4c08ff	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.257500	206	TRUE	6339.999500	206	0.257500	116	7.174393	0.000000	97.047989	8.017735	93.894287	10.966331
signal_molecule_2138_(sequence_2)_502f0146-1eed-4e80-8748-394138993071.fast5	502f0146-1eed-4e80-8748-394138993071	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.269750	215	FALSE	6339.999500	215	0.269750	124	6.106264	0.000000	95.544670	9.354023	95.494865	11.370791
signal_molecule_2343_(sequence_2)_d18be42c-db6c-452a-9b08-08ae7d28828c.fast5	d18be42c-db6c-452a-9b08-08ae7d28828c	c2d19c211888bc09d8e077df271f325c911c1010	0	100	1	6339.999500	0.247000	197	TRUE	6339.999500	197	0.247000	111	7.587232	0.000000	96.713921	8.518843	93.152580	11.187284
